root_full,root_type,entry_num,root_display,semantic_axes,axes_count,poetry_evidence,body_text,chapter_header
نزه,ثلاثي,3970,نزه,بعد في مكان وغيره,1,,"النون والراء والهاء كلمةٌ تدلُّ على بُعدٍ في مكانٍ وغيرِه.
ورجلٌ نَزِيه الخُلُق: بعيدٌ من المطامع الدّنيّة. قال ابن دريد (٤)
: ونَزِهُ النَّفس
ونازِهُ النَّفس: ظلِفُها عن المَدَانِس. قال ابن السكِّيت: خرجنا نتنزَّه، إذا تباعَدُوا عن الماء والرِّيف. ومكان نَزِيهٌ: خلاء ليس به أحد.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزو,ثلاثي,3971,نزو,,,,"النون والزاء والحرف المعتلّ أصلٌ صحيح يرجِع إلى معنى واحد، هو الوَثَبانُ والارتفاع والسمُوّ. من ذلك النَّزْو. نَزَا ينزُو: وثَبَ.
ونُزَاءُ الذَّكرِ على أنثاه. وهو يَنزو إلى كذا، إذا نازَع إلَيْه، كأنّه سَمَا له.
والتَّنَزِّي مثلُ النَّزو.
ومن المهموز: نزَأْت بينَهم: حرَّشْتُ بينهم. قال ابنُ الأعرابي: يقال ما نَزأَك على كذا: ما حملك عليه. ورجلٌ منزوءٌ بكذا: مولَع.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزب,ثلاثي,3972,نزب,,1,,"النون والزاء والباء كلمةٌ. يقال: نَزَبَ الظَّبْي نَزِيباً، وهو صوتُه عند السِّفاد.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزح,ثلاثي,3973,نزح,بعد,1,,"النون والزاء والحاء كلمةٌ تدلُّ على بُعد. ونَزَحت الدّار نُزُوحاً: بَعُدت. وبلدٌ نازح. ومنه نَزْحُ الماء، كأنَّه يُباعَد به عن قَعر البئر.
يقال: نَزَحتُ البِئر: استقَيتُ ماءَها كلَّه. وبئر نَزُوحٌ: قليلةُ الماء.
وآبارٌ نُزُح.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزر,ثلاثي,3974,نزر,قلة في الشيء,1,بُغاثُ الطّيرِ أكثرها فِراخاً … وأمُّ الصَّقرِ مقلاتٌ نَزور (١),"النون والزاء والراء أُصَيلٌ يدلُّ على قِلَّةٍ في الشيء. ونَزُرَ الشيءُ نَزارةً. وشيءٌ نَزْرٌ: قليل. وعَطاءٌ منزور: مقلَّل. وامرأةٌ نَزورٌ: قليلة الولَد. قال:
بُغاثُ الطّيرِ أكثرها فِراخاً … وأمُّ الصَّقرِ مقلاتٌ نَزور (١)
وقولهم: نَزَرْتُ الرّجلَ: ألححت عليه، وقولهم: لا يُعطِي حتَّى يُنْزَر، أي يلحَّ عليه، فهو شاذٌّ عن الأصل الذي ذكرناه، وله قياسٌ آخر.
[باب النون والسين وما يثلثهما]
* نسع
النون والسين والعين كلمةٌ تدلُّ على جَدْل الشَّيء. فالنِّسْع:
سَير مضفورٌ كهيئة أعِنَّة البِغال. ويقال للعُنق الطَّويلِ ناسِعٌ، كأنّه طُوِّل وجُدِلَ جَدْلا. والمِنسعة: الأرض السريعة النَّبتِ بطُول نَبْتِها وبَقْلها.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نسغ,ثلاثي,3975,نسغ,غرز شيء بشيء ونسغ الخبزة: غرزها بريش الطاير: وهي المنسغة,1,,"النون والسين والغين أصلٌ يدلُّ على غَرْزِ شيء بشيء ونَسغَ الخُبْزةَ: غرزَها بريش الطّائر: وهي المِنْسَغة. ونَسغَت الواشمةُ: غرزَتِ اليدَ بالإبرة. ثم يقولون: نسَغْت الدّابّةَ برِجلي ليثُور. ويتوسَّعون فيه فيقولون:
نسَغْتُ اللَّبَن بالماء: مَذَقْتُه. ونَسَغَه بالعصا: ضَرَبه.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نسف,ثلاثي,3976,نسف,كشف شيء,1,,"النون والسين والفاء أصلٌ صحيح يدلُّ على كَشْف شيء.
وانتسفَت الرِّيحُ الشَّيءَ مثلَ التُّراب والعَصْف، كأنّها كشفَتْه عن وجه الأرض وسلبته. ونَسْفُ البِناءِ: استِئْصالُه قَطعاً. ويقال للرُّغوة: النُّسَافة (٢)
، لأنّها تُنْتَسَف عن وجه اللَّبَن. وقولهم انتُسِفَ لونُه من ذلك. وبَعيرٌ نَسوفٌ: يقلع
النَّباتَ عن الأرض بمقدَّم فيه: وحكى ناسٌ: هما يتناسفان، أي يتسارَّان.
والقياسُ واحد. كأنَّ هذا يَنسِف ما عند ذاك. وذاك ما عندَ هذا.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نسق,ثلاثي,3977,نسق,تتابع في الشيء,1,بجيدِ رِيَمٍ كريمٍ زانَهُ نَسَقٌ … يكاد يُلهِبُه الياقوتُ إلهابا (١),"النون والسين والقاف أصلٌ صحيح يدلُّ على تتابُعٍ في الشَّيء.
وكلامٌ نَسَقٌ: جاءَ على نظامٍ واحد قد عُطِف بعضُه على بعض. وأصله قولهم:
ثَغْرٌ نَسَق، إذا كانت الأسنانُ متناسقةً متساوية. وخَرَزٌ نَسَق: منظَّم قال أبو زُبَيد:
بجيدِ رِيَمٍ كريمٍ زانَهُ نَسَقٌ … يكاد يُلهِبُه الياقوتُ إلهابا (١)
",باب اللام وما بعدها في المضاعف والمطابق (١)
نسك,ثلاثي,3978,نسك,عبادة وتقرب الي الله تعالي,1,,"النون والسين والكاف أصلٌ صحيح يدلُّ على عِبادةٍ وتقرُّب إلى اللّه تعالى. ورجلٌ ناسك. والذَّبيحة التي تَتَقرَّب بها إلى اللّه نَسِيكة.
والمَنْسَك: الموضع يذبَح فيه النَّسائِك، ولا يكون ذلك إلاّ في القُرْبان. وزعم ناسٌ أنَّ المَنْسَك (٢)
: المكان يألفه. وفيه نظر.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نسل,ثلاثي,3979,نسل,سل شيء وانسلاله,1,,"النون والسين واللام أصلٌ صحيح يدلُّ على سَلِّ شيءٍ وانسلاله.
والنَّسْل: الولَد. لأنّه يُنْسل من والدته. وتناسَلُوا: ولد بعضُهم من بعض (٣)
.
ومنه النَّسَلان: مِشية الذِّئب إذا أعْنَقَ وأسْرَع. والماشي يَنْسِلُ، إذا أسرع.
قال اللّه عزّ وعلا: ﴿وَهُمْ مِنْ كُلِّ حَدَبٍ يَنْسِلُونَ﴾. والنُّسَالة: شَعر الدابّة إذا سقَطَ عن جَسدِه قِطَعا. ونُسَال الطَّير: ما تحاتَّ من أَرياشها. قال:
* وتجلو سَبِيخَ جُفالِ النُّساَلِ (١) *
وقد أنسَلتِ الإبلُ: حانَ لها أن تُنْسِلَ وبَرَها. ونَسلَ الثَّوبُ عن الرّجل:
سَقَط. ويقولون: النّسيل: العسلُ إذا ذابَ، كأنّه نَسلَ عن شَمَعِه وفارَقَه.
وأنسلْتُ القَوم: تقدَّمتُهم.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نسم,ثلاثي,3980,نسم,خروج نفس,1,,"النون والسين والميم أصلٌ صحيح يدلُّ على خروج نَفَس، أو ريحٍ غير شديدةٍ الهبوب. ونَفَس الإنسان نَسيم. وكذا الرِّيح الليِّنة الهُبوب.
ويقولون: من أين مَنْسِمُكَ، أي من [أين] وِجْهتُك. والقياس واحدٌ، لأنّه إذا أقبلَ أقبلَ نَسِيمُه. ولذلك سمِّيت النَّفْس نَسَمة.
وشذّ عنه المَنْسم: خُفّ البعير، ويمكن أنّه محمولٌ على الباب، لأنّ خُفّه هو ما يحمل نَسَمتَه.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نسي,ثلاثي,3981,نسي,يدل احدهما علي اغفال الشيء | علي ترك شيء,2,كأنَّ لها في الأرض نِسياً تقُصُّه … على أَمِّها وإنْ تكلِّمْك تَبْلَتِ (١) | فأحذَيْتُه لما أتاني بقربة … كعرق النَّسَا لم يُعط بطناً ولا ظَهْرا (٢) | بها أبَلَتْ شهرَىْ ربيعٍ كِلَيهما … فقَدْ مارَ فيها نَسؤُها واقترارُها (٤) | سَقَوني النَّسْ ءَ ثم تكنَّفُوني … عُداةُ اللّه من كَذِبٍ وزُورِ (٥),"النون والسين والياء أصلانِ صحيحان: يدلُّ أحدهما على إغفال الشيء، والثاني على تَرْك شيء.
فالأوّل نسِيتُ الشَّيءَ، إذا لم تذكُره، نِسيانًا. وممكنٌ أن يكونَ النِّسْي منه. والنِّسْيُ: ما سَقَط من منازل المرتحلين، من رُذَال أمتعتهم، فيقولون:
تتبَّعوا أنساءَكم. قال الشَّنفري:
* تجيل الحباب بأنفاسها *.
كأنَّ لها في الأرض نِسياً تقُصُّه … على أَمِّها وإنْ تكلِّمْك تَبْلَتِ (١)
وعلى ذلك يفسَّر قولُه تعالى: ﴿نَسُوا اَللّهَ فَنَسِيَهُمْ﴾، وكذلك قوله سبحانه:
﴿وَلَقَدْ عَهِدْنا إِلى آدَمَ مِنْ قَبْلُ فَنَسِيَ وَلَمْ نَجِدْ لَهُ عَزْماً﴾، أراد واللّه أعلمُ:
فتركَ العَهد.
ومما شذَّ عن الأصلين النَّسَا: عِرقٌ، والجمع أنساء، والاثنان * نَسَيَانِ ويقولون: هو النَّسَا، وهو عِرقُ النَّسا، كلُّ ذلك يقال. قال:
فأحذَيْتُه لما أتاني بقربة … كعرق النَّسَا لم يُعط بطناً ولا ظَهْرا (٢)
وقال بعضهم: الأصل في الباب النِّسيان، وهو عُزوب الشّيء عن النَّفْس بعد حضوره لها. والنَّسَا: عِرق في الفَخِذ، لأنّه متأخِّر عن أعالي البدن إلى الفخِذ، مشبَّه بالمنسىِّ الذي أُخِّر وتُرِك.
***
وإذا هُمِز تغيَّر المعنى إلى تأخير الشَّيء. ونُسِئت المرأةُ: تأخَّر حيضُها (٣) عن وقته فرُجِىَ أنَّها حُبْلَى. والنَّسِيئة: بيعُك الشَّيءَ نَسَاءً، وهو التَّأخير. تقول: أنسأتُ.
ونَسأَ اللّه في أجلِك وأنسأ أجلَك: أخَّره وأبعده. وانتسؤوا (٤) تأخَّروا وتباعَدُوا.
ونَسأْتُهم أنا: أخَّرتهم. ونَسأْتُ ناقتي، قال قوم: رفَقت بها في السَّير. ونَسأْتها:
ضربتها بالمِنْسأة: العَصَا. وهذا أَقْيَسُ، لأنَّ العصا كأنّه يُبعَد بها الشّيءُ ويُدفَع.
والنَّسْ ء: ما نَبَت من وبَرَ النّاقةِ بعد تساقُطِ وَبرِها. والقياس واحد. كأنّ هذا الثاني تأخّر. قال أبو زيد: نَسَأْتُ الإبلَ في ظِمْئِها، إذا زدتها في ظِمئها يومًا أو يومين. وَالنَّسيء في كتاب اللّه: التَّأخير، كانُوا إذا صَدَروا عن مِنًى (١) يقوم رجلٌ من كنانة فيقول: أنا الذي لا يُرَدُّ لي قضاء. فيقولون: أنسِئْنا (٢) شهراً، أي أخر عَنَّا حُرمةَ المحرَّم (٣) فاجعَلْها في صَفَر. وذلك أنَّهم كانوا يكرهون أن يتوالَى عليهم ثلاثةُ أشهرٍ لا يُغيرون فيها، لأنَّ معاشهم كان من الإغارة، فأُحِلَّ لهم المحرَّم. فقال اللّه تعالى: ﴿إِنَّمَا اَلنَّسِيءُ زِيادَةٌ فِي اَلْكُفْرِ﴾.
ومما شذَّ عن الباب النَّسْ ء: بَدء السِّمَنِ في الدّوابِّ. قال أبو ذؤيب:
بها أبَلَتْ شهرَىْ ربيعٍ كِلَيهما … فقَدْ مارَ فيها نَسؤُها واقترارُها (٤)
والنَّسِيء: الحليب يُصبُّ عليه الماء. تقول منه: نَسَأْتُ، وهو النَّسْ ءُ أيضا في شعر عروة:
سَقَوني النَّسْ ءَ ثم تكنَّفُوني … عُداةُ اللّه من كَذِبٍ وزُورِ (٥)
",باب اللام وما بعدها في المضاعف والمطابق (١)
